0,21
1,21
2,21
3,21
4,21
5,21
6,22
7,24
8,24
9,24
10,24
11,24
12,24
13,24
14,25
15,25
16,24
17,24
18,22
19,22
20,21
21,21
22,21
23,21
24,21
